조건별분석,,,,
[검색조건],,,,
,분류: 지상,,,
"		108",서울,2022-01-26,62.8,33
"		108",서울,2022-01-27,50,31
"		108",서울,2022-01-28,51.6,33
"		108",서울,2022-01-29,48.9,28
"		108",서울,2022-01-30,45.4,27
"		108",서울,2022-01-31,59,39
"		108",서울,2022-02-01,76.6,59
"		108",서울,2022-02-02,60.5,36
"		108",서울,2022-02-03,52.4,34
"		108",서울,2022-02-04,53.3,35
"		108",서울,2022-02-05,48.8,36
"		108",서울,2022-02-06,50.3,31
"		108",서울,2022-02-07,51.3,31
"		108",서울,2022-02-08,53.8,26
"		108",서울,2022-02-09,52.3,26
"		108",서울,2022-02-10,57.8,33
"		108",서울,2022-02-11,61.1,34
"		108",서울,2022-02-12,50.4,22
"		108",서울,2022-02-13,44.9,32
"		108",서울,2022-02-14,68.3,43
"		108",서울,2022-02-15,58,44
"		108",서울,2022-02-16,50.4,32
"		108",서울,2022-02-17,41.6,28
"		108",서울,2022-02-18,40.4,21
"		108",서울,2022-02-19,52.9,38
"		108",서울,2022-02-20,41.1,24
"		108",서울,2022-02-21,56.3,41
"		108",서울,2022-02-22,43.3,33
"		108",서울,2022-02-23,38.5,24
"		108",서울,2022-02-24,52.4,31
"		108",서울,2022-02-25,77.5,55
"		108",서울,2022-02-26,78.4,63
"		108",서울,2022-02-27,56.6,33
"		108",서울,2022-02-28,62.3,36
"		108",서울,2022-03-01,70.5,46
"		108",서울,2022-03-02,55.9,29
"		108",서울,2022-03-03,52.9,24
"		108",서울,2022-03-04,60.5,35
"		108",서울,2022-03-05,38.4,22
"		108",서울,2022-03-06,39.5,20
"		108",서울,2022-03-07,45.8,24
"		108",서울,2022-03-08,56.1,44
"		108",서울,2022-03-09,69.6,34
"		108",서울,2022-03-10,51.4,17
"		108",서울,2022-03-11,58.4,44
"		108",서울,2022-03-12,72.1,49
"		108",서울,2022-03-13,95.5,90
"		108",서울,2022-03-14,90.3,82
"		108",서울,2022-03-15,72.6,46
"		108",서울,2022-03-16,62.6,38
"		108",서울,2022-03-17,62,45
"		108",서울,2022-03-18,60.8,52
"		108",서울,2022-03-19,84.6,62
"		108",서울,2022-03-20,66.1,41
"		108",서울,2022-03-21,49.5,27
"		108",서울,2022-03-22,48.9,27
"		108",서울,2022-03-23,56.8,41
"		108",서울,2022-03-24,70.6,56
"		108",서울,2022-03-25,70,46
"		108",서울,2022-03-26,80.9,53
"		108",서울,2022-03-27,49.1,23
"		108",서울,2022-03-28,35.6,15
"		108",서울,2022-03-29,52.9,37
"		108",서울,2022-03-30,76.5,50
"		108",서울,2022-03-31,63.5,43
"		108",서울,2022-04-01,50.5,26
"		108",서울,2022-04-02,55,28
"		108",서울,2022-04-03,55,24
"		108",서울,2022-04-04,50.3,24
"		108",서울,2022-04-05,41.1,23
"		108",서울,2022-04-06,52.3,19
"		108",서울,2022-04-07,43.5,21
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
"		",,,,
"	",,,,
"	",,,,
